anno,IstatComune,Regione,Provincia,Comune,Popolazione,Dato riferito a,Frazione umida(1) (t),Verde (t),Carta e cartone (t),Vetro (t),Legno (t),Metallo (t),Plastica (t),RAEE (t),Tessili (t),Selettiva (t),Rifiuti da C e D (t),Pulizia stradale a recupero (t),Ingombranti misti a recupero (t),Altro (t),Totale RD (t),Ingombranti a smaltimento (t),Indifferenziato (t),Totale RU (t),Percentuale RD (%)
2012,058117,Lazio,Roma,ARDEA,44609,Comune,2581.370,1064.820,425.640,359.440,-,37.840,249.760,17.543,45.240,2.588,-,-,-,0.780,4785.021,1554.570,22857.460,29197.051,16.39
2012,058009,Lazio,Roma,ARICCIA,18319,Comune,1929.600,903.770,819.120,221.380,216.495,83.780,96.530,46.615,28.330,9.181,-,-,-,-,4354.801,148.480,3351.130,7854.411,55.44
2012,058010,Lazio,Roma,ARSOLI,1650,Comune,-,-,52.102,42.030,12.580,6.095,26.303,-,7.025,-,-,-,-,-,146.136,-,429.536,575.671,25.39
2012,058011,Lazio,Roma,ARTENA,13670,Comune,-,-,181.185,92.736,0.005,10.064,160.587,-,0.090,0.330,-,-,-,-,444.997,-,6534.088,6979.085,6.38
2012,058012,Lazio,Roma,BELLEGRA,2952,Comune,-,-,4.747,6.121,-,1.541,2.127,-,2.153,0.161,-,-,-,-,16.851,-,1106.960,1123.811,1.50
2012,058013,Lazio,Roma,BRACCIANO,18546,Comune,815.505,189.905,792.400,804.990,241.105,186.655,411.650,126.260,43.505,11.925,-,-,200.500,70.260,3894.660,-,6332.360,10227.020,38.08
2012,058014,Lazio,Roma,CAMERATA NUOVA,453,Comune,-,-,13.348,2.531,-,1.158,1.397,-,-,-,-,-,-,-,18.434,-,242.980,261.414,7.05
2012,058015,Lazio,Roma,CAMPAGNANO DI ROMA,11130,Comune,496.040,20.680,249.362,171.565,123.950,46.839,241.700,32.331,0.166,2.190,-,-,381.500,8.840,1775.164,-,1558.043,3333.207,53.26
2012,058016,Lazio,Roma,CANALE MONTERANO,4062,Comune,203.600,59.300,110.010,187.030,47.950,71.260,64.600,16.540,16.220,5.270,-,-,3.800,1.980,787.560,-,574.840,1362.400,57.81
2012,058017,Lazio,Roma,CANTERANO,359,Comune,-,-,2.569,12.345,10.781,2.840,5.926,-,0.590,0.165,-,-,-,-,35.215,-,167.396,202.610,17.38
2012,058018,Lazio,Roma,CAPENA,9470,Comune,308.120,71.080,155.523,245.612,60.216,37.633,52.531,41.990,14.255,0.850,-,-,79.920,-,1067.730,15.600,4291.181,5374.511,19.87
2012,058019,Lazio,Roma,CAPRANICA PRENESTINA,327,Comune,-,-,6.114,4.076,0.000,0.442,3.358,-,0.004,-,-,-,-,-,13.995,-,225.829,239.824,5.84
2012,058020,Lazio,Roma,CARPINETO ROMANO,4642,Comune,16.378,-,38.814,31.074,0.002,3.372,36.900,-,0.030,0.030,-,-,-,-,126.599,-,1978.552,2105.151,6.01
2012,058021,Lazio,Roma,CASAPE,735,Comune,-,-,5.797,6.870,-,3.655,3.640,-,-,0.183,-,-,20.040,-,40.185,-,284.688,324.873,12.37
2012,058022,Lazio,Roma,CASTEL GANDOLFO,8769,Comune,-,-,36.000,77.090,-,2.690,20.910,-,20.815,0.392,-,-,-,-,157.897,-,6060.100,6217.997,2.54
2012,058023,Lazio,Roma,CASTEL MADAMA,7340,Comune,98.100,2.760,130.382,82.895,19.410,8.088,53.503,16.717,11.090,7.145,-,-,7.180,0.620,437.890,-,2573.780,3011.670,14.54
2012,058025,Lazio,Roma,CASTEL SAN PIETRO ROMANO,854,Comune,-,-,20.350,9.910,-,8.280,4.340,-,-,0.450,-,-,-,-,43.330,-,266.680,310.010,13.98
2012,058024,Lazio,Roma,CASTELNUOVO DI PORTO,8041,Comune,560.600,323.360,264.076,364.288,71.338,15.305,61.493,28.476,22.157,5.487,-,-,-,5.020,1721.599,-,531.954,2253.553,76.40
2012,058026,Lazio,Roma,CAVE,10441,Comune,984.890,54.420,369.480,148.980,50.810,31.040,60.070,24.946,6.646,1.920,-,-,-,-,1733.202,44.100,3049.030,4826.332,35.91
2012,058027,Lazio,Roma,CERRETO LAZIALE,1191,Comune,-,-,4.721,2.903,-,1.370,1.938,-,-,0.223,-,-,-,-,11.155,-,498.441,509.596,2.19
2012,058028,Lazio,Roma,CERVARA DI ROMA,474,Comune,-,-,3.550,2.900,-,1.550,2.224,-,-,0.134,-,-,-,-,10.358,-,237.860,248.218,4.17
2012,058029,Lazio,Roma,CERVETERI,35328,Comune,410.820,325.940,405.210,75.150,104.270,-,221.630,58.060,-,1.529,-,-,989.140,-,2591.749,119.500,18222.260,20933.509,12.38
2012,058118,Lazio,Roma,CIAMPINO,37180,Comune,3585.120,310.960,1865.762,1275.334,347.144,155.096,228.026,149.620,51.432,26.060,-,-,-,-,7994.553,239.780,6004.653,14238.986,56.15
2012,058030,Lazio,Roma,CICILIANO,1357,Comune,-,-,3.210,8.725,-,0.132,1.940,-,-,0.230,-,-,-,-,14.236,-,593.247,607.483,2.34
2012,058031,Lazio,Roma,CINETO ROMANO,644,Comune,-,-,13.360,20.170,4.930,2.720,9.356,-,-,0.061,-,-,-,-,50.597,-,293.347,343.944,14.71
2012,058032,Lazio,Roma,CIVITAVECCHIA,51261,Comune,241.860,24.760,106.930,527.620,162.050,92.340,232.310,54.010,5.220,7.589,-,-,-,-,1454.689,150.370,25438.180,27043.239,5.38
2012,058033,Lazio,Roma,CIVITELLA SAN PAOLO,1755,Vedi aggregazione: Unione dei Comuni Valle Del Tevere - Soratte,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,058034,Lazio,Roma,COLLEFERRO,21538,Comune,-,64.440,793.790,251.323,0.015,27.275,391.429,-,22.095,1.120,-,-,0.240,-,1551.726,728.400,8873.053,11153.179,13.91
2012,058035,Lazio,Roma,COLONNA,4028,Comune,84.880,-,65.227,27.513,0.002,2.986,37.887,0.030,4.834,0.290,-,-,-,-,223.648,-,1666.218,1889.865,11.83
2012,058036,Lazio,Roma,FIANO ROMANO,13063,Comune,598.430,153.650,522.892,464.488,122.737,52.753,245.265,34.420,13.414,1.290,-,-,95.170,-,2304.507,9.700,2665.573,4979.781,46.28
2012,058037,Lazio,Roma,FILACCIANO,487,Vedi aggregazione: Unione dei Comuni Valle Del Tevere - Soratte,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,058120,Lazio,Roma,FIUMICINO,67645,Comune,34.420,157.140,583.954,430.447,72.174,46.479,187.248,87.930,13.005,4.131,-,-,618.620,2.940,2238.488,-,48452.314,50690.802,4.42
2012,058122,Lazio,Roma,FONTE NUOVA,30599,Comune,-,-,450.520,174.600,63.480,36.600,111.740,1.380,-,1.520,-,-,-,28.020,867.860,-,14159.460,15027.320,5.78
2012,058038,Lazio,Roma,FORMELLO,11998,Comune,710.760,463.630,654.315,215.353,179.863,23.372,295.404,66.326,8.364,11.490,-,-,150.570,-,2779.445,-,2187.507,4966.952,55.96
2012,058039,Lazio,Roma,FRASCATI,20754,Comune,1401.350,115.740,697.915,270.890,0.016,58.829,406.351,-,49.821,1.389,-,-,-,-,3002.299,-,7894.146,10896.445,27.55
2012,058040,Lazio,Roma,GALLICANO NEL LAZIO,5755,Comune,252.100,19.760,145.850,100.428,27.023,8.449,33.776,-,1.881,0.330,-,-,-,-,589.596,-,2248.347,2837.944,20.78
2012,058041,Lazio,Roma,GAVIGNANO,1959,Comune,37.323,-,23.000,25.191,0.002,2.734,24.395,-,1.201,0.025,-,-,-,-,113.870,-,378.113,491.983,23.15
2012,058042,Lazio,Roma,GENAZZANO,5966,Comune,127.640,-,74.820,44.913,0.003,4.874,53.234,1.920,1.517,0.365,-,-,-,-,309.285,-,2749.069,3058.354,10.11
2012,058043,Lazio,Roma,GENZANO DI ROMA,23754,Comune,-,83.280,380.680,234.530,-,7.460,135.570,19.721,63.102,6.235,-,-,91.320,-,1021.898,-,12468.500,13490.398,7.58
2012,058044,Lazio,Roma,GERANO,1248,Comune,-,-,3.175,5.156,-,1.415,1.940,-,-,0.188,-,-,8.040,-,19.914,-,540.091,560.005,3.56
2012,058045,Lazio,Roma,GORGA,767,Comune,14.136,-,11.027,10.836,0.001,1.176,10.435,-,0.011,-,-,-,-,-,47.621,-,158.594,206.215,23.09
2012,058046,Lazio,Roma,GROTTAFERRATA,19132,Comune,1906.280,490.400,757.694,319.125,0.019,34.634,496.634,199.799,56.243,2.986,-,-,199.800,-,4463.613,-,4031.244,8494.857,52.55
2012,058047,Lazio,Roma,GUIDONIA MONTECELIO,81538,Comune,6306.535,-,2378.771,1766.880,-,-,1646.730,-,13.073,1.093,-,-,-,-,12113.082,-,14345.680,26458.762,45.78
2012,058048,Lazio,Roma,JENNE,395,Comune,-,-,1.402,2.213,-,-,1.122,-,-,0.173,-,-,-,-,4.910,25.060,199.438,229.408,2.14
2012,058049,Lazio,Roma,LABICO,6000,Comune,391.320,-,94.363,67.483,0.004,7.324,108.026,-,3.191,0.090,-,-,-,-,671.800,-,1530.325,2202.125,30.51
2012,058116,Lazio,Roma,LADISPOLI,37156,Comune,456.300,1498.855,590.950,271.170,209.320,10.830,84.660,23.055,15.540,4.030,-,-,-,-,3164.710,101.300,21768.600,25034.610,12.64
2012,058050,Lazio,Roma,LANUVIO,12982,Comune,-,63.280,263.140,204.080,61.340,3.800,61.800,22.130,13.540,0.550,-,-,142.600,3.620,839.880,-,4064.520,4904.400,17.13
2012,058115,Lazio,Roma,LARIANO,12926,Comune,1236.420,10.950,291.720,264.900,-,66.220,265.850,24.200,10.480,-,-,-,40.870,-,2211.610,-,1880.880,4092.490,54.04
2012,058051,Lazio,Roma,LICENZA,1009,Vedi aggregazione: UNIONE COMUNI VALLE USTICA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,058052,Lazio,Roma,MAGLIANO ROMANO,1471,Comune,-,-,6.900,29.520,-,0.330,6.200,-,-,0.190,-,-,-,-,43.140,48.800,672.260,764.200,5.65
2012,058053,Lazio,Roma,MANDELA,897,Vedi aggregazione: UNIONE COMUNI VALLE USTICA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,058054,Lazio,Roma,MANZIANA,7103,Comune,604.210,325.140,303.420,282.980,88.090,20.980,183.230,31.395,19.280,2.070,-,-,57.560,-,1918.355,-,928.100,2846.455,67.40
2012,058055,Lazio,Roma,MARANO EQUO,784,Comune,-,-,44.890,36.520,24.710,15.850,33.390,-,5.274,1.870,-,-,-,-,162.504,-,252.000,414.504,39.20
2012,058056,Lazio,Roma,MARCELLINA,6889,Comune,-,-,65.329,105.576,105.971,27.898,46.118,34.626,27.519,4.853,-,-,-,3.350,421.239,-,2998.853,3420.092,12.32
2012,058057,Lazio,Roma,MARINO,38358,Comune,-,417.860,1438.660,854.050,-,116.593,1227.577,29.937,97.460,3.465,-,-,905.800,-,5091.402,-,19415.599,24507.001,20.78
2012,058058,Lazio,Roma,MAZZANO ROMANO,3056,Comune,-,-,19.630,15.600,-,0.400,12.660,-,-,0.220,-,-,-,1.600,50.110,69.100,1717.600,1836.810,2.73
2012,058059,Lazio,Roma,MENTANA,20743,Comune,-,34.000,361.950,176.670,51.780,16.260,92.690,1.930,25.405,1.080,-,-,-,-,761.765,304.180,8825.670,9891.615,7.70
2012,058064,Lazio,Roma,MONTE PORZIO CATONE,8588,Comune,721.720,167.560,317.053,288.972,50.455,30.603,36.171,40.280,4.540,3.740,-,-,28.860,-,1689.954,-,1304.581,2994.535,56.44
2012,058060,Lazio,Roma,MONTECOMPATRI,11223,Comune,-,-,58.280,38.720,-,13.100,17.300,-,3.742,0.448,-,-,-,-,131.590,1.920,6244.560,6378.070,2.06
2012,058061,Lazio,Roma,MONTEFLAVIO,1404,Comune,-,-,3.934,5.830,-,2.131,2.514,-,-,0.219,-,-,-,-,14.628,-,666.653,681.281,2.15
2012,058062,Lazio,Roma,MONTELANICO,2152,Comune,96.520,-,32.837,36.337,0.002,3.944,37.725,-,0.635,0.005,-,-,-,-,208.004,-,294.558,502.562,41.39
2012,058063,Lazio,Roma,MONTELIBRETTI,5200,Comune,-,-,15.415,14.265,-,2.522,7.292,-,6.576,0.216,-,-,30.860,-,77.146,-,2863.460,2940.606,2.62
2012,058065,Lazio,Roma,MONTEROTONDO,39463,Comune,371.870,99.920,622.493,364.713,190.423,38.727,150.406,47.720,67.093,2.976,-,-,304.180,3.200,2263.720,-,16974.502,19238.222,11.77
2012,058066,Lazio,Roma,MONTORIO ROMANO,2033,Comune,-,-,6.804,9.627,4.040,2.151,4.111,3.620,-,0.192,-,-,-,0.400,30.945,-,929.365,960.310,3.22
2012,058067,Lazio,Roma,MORICONE,2682,Comune,-,-,63.195,35.699,0.000,0.558,25.971,1.520,0.005,1.370,-,-,-,0.350,128.669,-,875.563,1004.231,12.81
2012,058068,Lazio,Roma,MORLUPO,8107,Comune,149.500,6.780,111.570,109.320,7.200,2.060,47.560,2.790,14.600,1.130,-,-,-,-,452.510,221.140,3415.290,4088.940,11.07
2012,058069,Lazio,Roma,NAZZANO,1376,Vedi aggregazione: Unione dei Comuni Valle Del Tevere - Soratte,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,058070,Lazio,Roma,NEMI,1962,Comune,-,7.130,21.517,16.595,0.001,1.801,19.346,-,1.834,-,-,-,-,-,68.223,-,1538.942,1607.165,4.25
2012,058071,Lazio,Roma,NEROLA,1817,Comune,-,-,5.073,9.206,-,2.814,1.982,0.840,-,0.222,-,-,-,1.440,21.577,14.920,803.581,840.078,2.57
2012,058072,Lazio,Roma,NETTUNO,45421,Comune,45.980,275.100,731.321,622.541,185.933,41.445,138.968,88.275,0.215,6.015,-,-,159.760,8.250,2303.803,-,25117.115,27420.918,8.40
2012,058073,Lazio,Roma,OLEVANO ROMANO,6733,Comune,334.940,-,242.044,92.405,0.005,30.559,138.433,-,4.966,-,-,-,-,-,843.352,-,1233.529,2076.881,40.61
2012,058074,Lazio,Roma,PALESTRINA,20542,Comune,1891.500,193.220,1063.850,581.580,68.165,30.960,467.360,83.330,-,1.090,-,-,79.900,-,4460.955,-,2895.640,7356.595,60.64
2012,058075,Lazio,Roma,PALOMBARA SABINA,12194,Comune,16.700,-,115.184,76.600,108.550,0.160,35.190,-,-,0.292,-,-,-,-,352.676,-,5766.343,6119.019,5.76
2012,058076,Lazio,Roma,PERCILE,277,Comune,-,-,-,3.500,-,-,-,-,-,-,-,-,-,-,3.500,-,39.729,43.229,8.10
2012,058077,Lazio,Roma,PISONIANO,809,Comune,-,-,7.060,5.570,-,6.560,3.520,1.240,-,0.123,-,-,-,-,24.073,-,336.861,360.934,6.67
2012,058078,Lazio,Roma,POLI,2436,Comune,-,-,-,6.900,-,-,-,-,-,0.009,-,-,-,-,6.909,-,1079.580,1086.489,0.64
2012,058079,Lazio,Roma,POMEZIA,56377,Comune,1708.740,50.340,1144.870,901.120,145.480,4.300,876.040,79.694,73.402,16.342,-,-,114.900,28.267,5143.495,748.420,28955.260,34847.175,14.76
2012,058080,Lazio,Roma,PONZANO ROMANO,1170,Comune,-,-,6.810,14.330,-,0.750,6.630,3.280,1.380,0.225,-,-,-,0.360,33.765,-,557.170,590.935,5.71
2012,058081,Lazio,Roma,RIANO,9526,Comune,237.560,50.980,169.144,174.966,33.858,21.322,163.248,21.850,6.911,2.378,-,-,70.140,9.400,961.757,-,2890.079,3851.837,24.97
2012,058082,Lazio,Roma,RIGNANO FLAMINIO,9616,Comune,-,19.280,51.090,65.990,3.470,0.840,30.260,7.300,-,0.460,-,-,48.820,-,227.510,-,4596.100,4823.610,4.72
2012,058083,Lazio,Roma,RIOFREDDO,756,Comune,-,-,21.255,17.955,5.850,2.874,11.052,-,5.365,0.252,-,-,-,-,64.604,-,204.198,268.801,24.03
2012,058084,Lazio,Roma,ROCCA CANTERANO,209,Comune,-,-,2.906,5.012,-,2.129,1.770,-,-,0.155,-,-,-,-,11.972,-,95.302,107.274,11.16
2012,058085,Lazio,Roma,ROCCA DI CAVE,388,Comune,-,-,18.780,6.650,-,6.800,5.220,-,-,0.153,-,-,-,-,37.603,-,212.400,250.003,15.04
2012,058086,Lazio,Roma,ROCCA DI PAPA,15600,Comune,580.860,335.880,218.372,230.740,4.915,36.744,282.589,-,15.869,0.595,-,-,223.660,-,1930.223,-,5213.946,7144.169,27.02
2012,058088,Lazio,Roma,ROCCA PRIORA,10812,Comune,-,-,70.740,51.700,-,16.160,19.380,-,16.402,0.228,-,-,-,-,174.610,138.540,6979.380,7292.530,2.39
2012,058089,Lazio,Roma,ROCCA SANTO STEFANO,1019,Comune,-,-,3.183,2.695,-,1.173,1.098,-,-,0.122,-,-,-,2.700,10.971,-,365.220,376.191,2.92
2012,058087,Lazio,Roma,ROCCAGIOVINE,284,Vedi aggregazione: UNIONE COMUNI VALLE USTICA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,058090,Lazio,Roma,ROIATE,744,Comune,-,-,2.652,2.477,-,1.391,1.098,-,-,0.144,-,-,-,-,7.761,25.180,278.820,311.761,2.49
2012,058091,Lazio,Roma,ROMA,2614263,Comune,45327.060,56597.049,206525.330,49994.110,12966.130,6506.945,22505.704,9916.349,4289.342,985.405,-,-,11424.720,212.485,427250.629,152.480,1312004.368,1739407.477,24.56
2012,058092,Lazio,Roma,ROVIANO,1386,Comune,-,-,31.327,32.467,10.260,4.391,16.734,-,2.858,-,-,-,-,-,98.038,-,357.071,455.109,21.54
2012,058093,Lazio,Roma,SACROFANO,6667,Comune,420.940,187.685,182.396,116.808,176.776,66.919,142.920,33.635,50.392,11.185,-,-,-,1.660,1391.316,-,972.087,2363.403,58.87
2012,058094,Lazio,Roma,SAMBUCI,940,Comune,-,-,2.212,2.766,-,1.111,1.265,-,-,0.090,-,-,6.540,-,13.984,-,418.187,432.171,3.24
2012,058119,Lazio,Roma,SAN CESAREO,13787,Comune,334.040,86.480,271.900,148.368,44.080,47.792,145.480,53.670,15.063,0.342,-,-,137.540,-,1284.755,-,7615.740,8900.495,14.44
2012,058095,Lazio,Roma,SAN GREGORIO DA SASSOLA,1545,Comune,-,-,7.620,9.022,-,2.895,3.459,-,-,0.165,-,-,-,-,23.161,-,522.157,545.318,4.25
2012,058096,Lazio,Roma,SAN POLO DEI CAVALIERI,2994,Comune,-,4.220,36.221,49.634,28.090,2.713,33.943,-,0.005,0.183,-,-,-,-,155.010,-,1091.758,1246.767,12.43
2012,058100,Lazio,Roma,SAN VITO ROMANO,3357,Comune,294.940,-,101.989,43.994,0.003,4.775,69.984,-,9.916,0.150,-,-,-,-,525.750,-,342.658,868.408,60.54
2012,058098,Lazio,Roma,SANT'ANGELO ROMANO,4518,Comune,-,-,70.890,84.990,0.030,4.930,24.790,-,-,0.403,-,-,-,-,186.033,-,1874.160,2060.193,9.03
2012,058099,Lazio,Roma,SANT'ORESTE,3693,Aggregazione: Unione dei Comuni Valle Del Tevere - Soratte,-,-,137.690,76.760,33.630,4.680,60.270,1.120,9.466,0.640,-,-,-,19.310,343.566,-,4162.800,4506.366,7.62
2012,058097,Lazio,Roma,SANTA MARINELLA,17455,Comune,444.730,2.760,251.860,236.250,166.580,5.320,180.020,41.085,50.040,0.670,-,-,-,-,1379.315,-,11582.860,12962.175,10.64
2012,058101,Lazio,Roma,SARACINESCO,184,Comune,-,-,2.031,3.772,-,-,1.401,-,-,0.096,-,-,7.980,-,15.280,-,74.196,89.476,17.08
2012,058102,Lazio,Roma,SEGNI,9101,Comune,53.983,-,55.170,59.784,0.004,6.488,57.459,-,8.057,0.235,-,-,-,-,241.179,-,3403.419,3644.598,6.62
2012,058103,Lazio,Roma,SUBIACO,9047,Comune,-,-,39.131,38.277,0.002,4.154,52.651,-,3.863,0.230,-,-,72.930,-,211.238,-,3986.878,4198.115,5.03
2012,058104,Lazio,Roma,TIVOLI,52922,Comune,-,106.780,1247.981,714.878,406.140,69.797,404.091,145.659,110.422,17.514,-,-,220.740,9.880,3453.880,-,27656.554,31110.435,11.10
2012,058105,Lazio,Roma,TOLFA,5148,Comune,-,-,29.620,34.040,-,1.580,12.020,-,-,3.911,-,-,-,-,81.171,-,2409.600,2490.771,3.26
2012,058106,Lazio,Roma,TORRITA TIBERINA,1075,Vedi aggregazione: Unione dei Comuni Valle Del Tevere - Soratte,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,058107,Lazio,Roma,TREVIGNANO ROMANO,5255,Comune,511.950,166.910,265.210,249.324,57.150,56.506,109.038,40.520,17.200,5.330,-,-,74.620,-,1553.758,-,1202.852,2756.610,56.37
2012,058108,Lazio,Roma,VALLEPIETRA,303,Comune,-,-,3.340,4.293,-,1.466,0.583,-,-,0.132,-,-,-,-,9.815,5.580,84.760,100.155,9.80
2012,058109,Lazio,Roma,VALLINFREDA,314,Comune,-,-,2.674,72.185,2.224,7.004,28.359,-,0.062,-,-,-,-,-,112.507,-,87.149,199.656,56.35
2012,058110,Lazio,Roma,VALMONTONE,15003,Comune,74.320,-,91.488,53.953,0.003,5.855,63.436,-,10.077,0.220,-,-,-,-,299.352,-,9396.408,9695.761,3.09
2012,058111,Lazio,Roma,VELLETRI,52225,Comune,233.500,199.110,703.014,333.863,152.532,67.866,234.555,131.025,76.561,2.681,-,-,318.360,1.320,2454.387,-,26618.863,29073.250,8.44
2012,058112,Lazio,Roma,VICOVARO,3947,Aggregazione: UNIONE COMUNI VALLE USTICA,159.600,-,78.590,183.680,14.370,-,48.150,6.070,-,-,-,-,1.620,-,492.080,-,1946.520,2438.600,20.18
2012,058113,Lazio,Roma,VIVARO ROMANO,176,Comune,-,-,6.063,10.802,1.390,0.776,3.066,-,0.611,-,-,-,-,-,22.708,-,48.139,70.847,32.05
2012,058114,Lazio,Roma,ZAGAROLO,16930,Comune,1222.100,50.840,560.275,584.848,53.225,32.413,71.411,55.545,5.533,0.821,-,-,37.890,-,2674.901,17.440,2461.993,5154.333,51.90
2012,056001,Lazio,Viterbo,ACQUAPENDENTE,5652,Comune,590.740,81.120,177.493,254.356,68.960,106.318,100.604,55.540,16.961,1.650,-,-,100.850,-,1554.592,-,1168.849,2723.441,57.08
2012,056002,Lazio,Viterbo,ARLENA DI CASTRO,883,Comune,-,-,14.100,20.390,-,0.880,3.550,-,-,-,-,-,-,-,38.920,12.260,270.830,322.010,12.09
2012,056003,Lazio,Viterbo,BAGNOREGIO,3669,Comune,-,-,50.220,27.030,0.010,2.310,13.260,6.320,-,-,-,-,-,-,99.150,32.660,1309.730,1441.540,6.88
2012,056004,Lazio,Viterbo,BARBARANO ROMANO,1076,Comune,-,6.250,43.824,37.104,11.280,4.523,23.294,11.360,6.902,2.068,-,-,-,-,146.605,-,230.215,376.820,38.91
2012,056006,Lazio,Viterbo,BASSANO IN TEVERINA,1281,Comune,86.130,11.270,41.875,25.026,9.222,10.666,36.543,13.290,0.024,1.168,-,-,43.180,2.560,280.953,-,166.171,447.124,62.84
2012,056005,Lazio,Viterbo,BASSANO ROMANO,4828,Comune,-,-,40.280,36.660,-,-,5.980,10.685,-,1.170,-,-,-,-,94.775,115.100,1953.500,2163.375,4.38
2012,056007,Lazio,Viterbo,BLERA,3363,Comune,255.930,-,106.261,100.392,25.971,1.881,54.398,25.995,2.197,6.048,-,-,-,-,579.073,-,450.908,1029.981,56.22
2012,056008,Lazio,Viterbo,BOLSENA,4142,Comune,420.660,57.160,215.620,313.013,47.590,122.405,53.542,35.495,13.800,2.690,-,-,-,-,1281.975,-,1056.680,2338.655,54.82
2012,056009,Lazio,Viterbo,BOMARZO,1811,Comune,105.980,3.280,57.580,36.210,18.980,37.360,41.970,13.345,-,1.425,-,-,35.260,0.720,352.110,-,186.870,538.980,65.33
2012,056010,Lazio,Viterbo,CALCATA,909,Comune,49.390,-,31.537,18.726,0.001,2.932,27.185,-,0.018,-,-,-,11.520,-,141.309,-,60.610,201.919,69.98
2012,056011,Lazio,Viterbo,CANEPINA,3147,Comune,263.350,-,96.250,42.220,0.020,20.070,64.490,-,-,1.780,-,-,-,0.100,488.280,124.220,366.810,979.310,49.86
2012,056012,Lazio,Viterbo,CANINO,5273,Comune,-,5.930,87.195,86.910,29.650,36.155,50.780,24.785,12.900,3.080,-,-,-,-,337.385,-,2038.320,2375.705,14.20
2012,056013,Lazio,Viterbo,CAPODIMONTE,1730,Comune,-,113.600,17.644,25.924,8.382,2.813,11.304,-,11.025,0.230,-,-,-,-,190.922,-,1110.765,1301.687,14.67
2012,056014,Lazio,Viterbo,CAPRANICA,6645,Comune,-,86.770,74.357,93.500,-,-,62.420,8.750,-,0.366,-,-,18.770,-,344.933,301.780,2277.120,2923.833,11.80
2012,056015,Lazio,Viterbo,CAPRAROLA,5342,Comune,330.100,-,146.370,134.740,-,4.100,89.960,12.020,-,4.745,-,-,-,-,722.035,91.540,1695.710,2509.285,28.78
2012,056016,Lazio,Viterbo,CARBOGNANO,2052,Comune,165.560,-,53.200,90.290,0.220,3.680,45.840,1.340,-,0.018,-,-,-,0.720,360.868,9.260,288.970,659.098,54.75
2012,056017,Lazio,Viterbo,CASTEL SANT'ELIA,2562,Comune,-,-,64.002,102.820,-,1.200,49.240,4.100,-,-,-,-,48.880,-,270.242,-,560.540,830.782,32.53
2012,056018,Lazio,Viterbo,CASTIGLIONE IN TEVERINA,2403,Comune,163.660,11.070,86.800,-,-,24.380,140.880,17.130,-,0.420,-,-,-,-,444.340,-,193.850,638.190,69.63
2012,056019,Lazio,Viterbo,CELLENO,1345,Comune,-,-,2.556,5.640,0.000,0.612,2.459,2.310,0.006,0.196,-,-,-,-,13.779,-,562.743,576.522,2.39
2012,056020,Lazio,Viterbo,CELLERE,1228,Comune,-,-,15.490,11.210,0.010,1.220,4.890,4.090,-,0.157,-,-,-,0.420,37.487,41.740,395.580,474.807,7.90
2012,056021,Lazio,Viterbo,CIVITA CASTELLANA,15630,Comune,7.820,-,155.972,118.020,-,1.170,78.880,-,-,-,-,-,-,-,361.862,358.460,7357.743,8078.065,4.48
2012,056022,Lazio,Viterbo,CIVITELLA D'AGLIANO,1659,Comune,0.000,0.000,16.360,0.000,0.000,6.580,0.000,7.225,0.000,0.500,-,-,-,0.000,30.665,-,673.460,704.125,4.36
2012,056023,Lazio,Viterbo,CORCHIANO,3737,Comune,303.630,3.880,108.913,57.013,38.643,23.187,96.970,13.660,0.055,1.000,-,-,44.780,-,691.732,-,417.891,1109.623,62.34
2012,056024,Lazio,Viterbo,FABRICA DI ROMA,8120,Comune,532.397,-,252.990,145.790,0.080,20.630,238.855,25.610,-,5.015,-,-,-,-,1221.367,48.880,1077.930,2348.177,52.01
2012,056025,Lazio,Viterbo,FALERIA,2124,Comune,28.250,-,37.642,54.639,0.000,1.825,36.401,-,0.006,-,-,-,-,-,158.762,30.540,330.776,520.078,30.53
2012,056026,Lazio,Viterbo,FARNESE,1627,Comune,72.890,-,86.420,55.537,0.003,25.947,24.217,40.000,0.054,-,-,-,-,-,305.068,-,421.109,726.177,42.01
2012,056027,Lazio,Viterbo,GALLESE,3000,Comune,142.970,24.140,76.157,49.082,23.343,31.127,76.022,17.716,0.048,5.769,-,-,25.120,-,471.493,-,330.362,801.856,58.80
2012,056028,Lazio,Viterbo,GRADOLI,1479,Comune,-,-,38.918,37.266,0.002,13.814,16.250,-,4.636,0.080,-,-,-,-,110.965,-,523.303,634.268,17.50
2012,056029,Lazio,Viterbo,GRAFFIGNANO,2314,Comune,287.050,-,62.100,51.250,0.030,5.420,29.700,6.105,-,0.080,-,-,-,-,441.735,48.620,284.990,775.345,56.97
